timestamp,TP9,AF7,AF8,TP10,Right AUX

1508277458094.2227,4.8828125,24.90234375,23.92578125,27.34375,6.8359375
1508277458098.129,12.6953125,29.296875,25.390625,21.484375,19.53125
1508277458102.0352,12.6953125,30.76171875,15.625,23.4375,-25.390625
1508277458105.9414,2.44140625,21.97265625,17.578125,24.90234375,16.11328125
1508277458109.8477,-3.41796875,22.4609375,24.4140625,32.2265625,56.15234375
1508277458113.754,11.23046875,22.4609375,21.97265625,38.57421875,24.90234375
1508277458117.6602,9.765625,31.25,13.671875,22.94921875,28.3203125
1508277458121.5664,-0.9765625,30.2734375,3.90625,8.30078125,1.46484375
1508277458125.4727,9.27734375,17.578125,8.7890625,14.6484375,-25.390625
1508277458129.379,17.08984375,21.484375,29.296875,33.203125,28.80859375
1508277458133.2852,10.25390625,23.4375,23.92578125,35.64453125,27.34375
1508277458137.1914,-3.41796875,24.90234375,13.18359375,17.578125,12.20703125
1508277458139.2546,-0.9765625,24.90234375,10.7421875,13.671875,48.33984375
1508277458143.161,6.8359375,23.92578125,16.11328125,30.76171875,47.8515625
1508277458147.0671,16.6015625,23.92578125,12.20703125,32.71484375,27.34375
1508277458150.9734,17.08984375,25.390625,8.7890625,12.6953125,28.80859375
1508277458154.8796,22.4609375,28.80859375,20.01953125,17.08984375,22.4609375
1508277458158.786,33.203125,22.94921875,27.83203125,29.296875,44.921875
1508277458162.6921,17.578125,24.4140625,24.90234375,21.484375,33.203125
1508277458166.5984,-0.9765625,23.4375,13.671875,21.484375,-7.32421875
1508277458170.5046,-1.953125,21.97265625,14.6484375,21.484375,39.55078125
1508277458174.411,25.390625,30.2734375,14.6484375,22.94921875,50.78125
1508277458178.3171,28.3203125,29.78515625,11.71875,22.94921875,48.33984375
1508277458182.2234,19.53125,26.3671875,7.32421875,13.671875,43.45703125
1508277458185.7864,22.94921875,24.90234375,12.6953125,14.6484375,41.9921875
1508277458189.6926,24.90234375,21.484375,16.11328125,31.25,33.69140625
1508277458193.5989,16.11328125,20.99609375,10.7421875,33.69140625,42.96875
1508277458197.5051,3.90625,21.484375,24.90234375,26.3671875,71.2890625
1508277458201.4114,10.25390625,28.80859375,16.6015625,6.8359375,15.13671875
1508277458205.3176,21.484375,32.71484375,7.8125,9.27734375,25.87890625
1508277458209.2239,20.01953125,27.34375,1.46484375,14.6484375,38.57421875
1508277458213.1301,15.13671875,26.3671875,-2.9296875,-1.46484375,21.484375
1508277458217.0364,6.8359375,29.78515625,8.7890625,4.39453125,63.4765625
1508277458220.9426,1.46484375,26.3671875,5.37109375,15.13671875,55.17578125
1508277458224.8489,15.625,24.4140625,10.25390625,22.4609375,51.7578125
1508277458228.7551,17.08984375,24.90234375,11.23046875,21.97265625,78.61328125
1508277458229.1362,5.859375,23.92578125,5.37109375,13.18359375,73.73046875
