timestamp,key marker

1510194732.034708,5
1510194732.7187347,3
1510194734.3444066,0
1510194734.5325747,0
1510194737.0858083,4
1510194737.2734463,4
1510194740.4243035,9
1510194742.5431757,4
1510194745.7422526,4
1510194747.2309673,2
1510194749.5396514,9
1510194750.6549456,7
1510194752.9306414,5
1510194753.5243278,0
1510194754.2983775,7
1510194755.1910436,2
1510194756.7289069,5
1510194757.2262592,8
1510194758.0628548,7
1510194758.6527832,5
1510194760.3880196,8
1510194761.5605552,5
1510194762.0714312,9
1510194762.6914048,1
1510194764.3998692,7
1510194765.002792,1
1510194765.7768228,0
1510194766.3657506,3
1510194768.5424814,3
1510194768.8531919,4
1510194769.698826,6
1510194770.3667684,3
1510194772.0207174,5
1510194772.2423837,4
1510194772.9243774,0
1510194773.6388633,3
1510194775.216271,4
1510194775.801991,7
1510194776.4519546,5
1510194777.0885072,2
1510194778.409407,6
1510194779.2820532,4
1510194779.7478347,5
1510194780.208876,4
1510194781.6418915,4
1510194781.8325312,4
1510194782.0832043,1
1510194782.912811,4
1510194785.426122,1
1510194786.1806505,0
1510194787.1979651,5
1510194788.5161684,3
1510194792.0857546,2
1510194792.2318308,0
1510194792.3774314,3
1510194792.5100272,0
1510194794.762928,7
1510194794.967078,8
1510194796.2264848,6
1510194796.342568,8
1510194798.3574982,8
1510194798.943989,1
1510194799.60445,9
1510194799.7530503,0
1510194802.0346713,1
1510194802.211795,0
1510194802.8532705,5
1510194803.0249174,6
1510194804.9433675,5
1510194805.1274984,6
1510194805.2640944,6
1510194805.4352157,7
1510194807.8654673,2
1510194808.062103,8
1510194808.22272,1
1510194809.0645149,7
1510194810.9699068,9
1510194811.7589378,3
1510194811.9526045,0
1510194812.1424353,9
1510194813.9532201,9
1510194814.260437,8
1510194814.4870975,8
1510194815.110171,3
1510194816.46315,0
1510194817.41633,2
1510194817.8041024,6
1510194818.3259733,8
1510194820.294916,2
1510194820.693704,3
1510194821.2536216,2
1510194821.9020662,7
1510194824.3471,6
1510194824.53124,6
1510194825.5759718,1
1510194825.862676,3
1510194827.6472979,7
1510194828.3035254,2
1510194829.155709,8
1510194829.3953867,2
1510194831.6271844,1
1510194831.804842,1
1510194832.7059512,9
1510194834.3124368,1
1510194836.5036604,8
1510194839.6618826,1
1510194840.8642445,6
1510194841.2029796,7
1510194843.5598593,5
1510194844.3083887,3
1510194845.8341334,7
1510194845.999751,8
1510194848.3005302,6
1510194848.4856424,6
1510194849.0590458,2
1510194849.6810062,9
1510194852.4244905,2
1510194852.580102,9
1510194852.7292073,9
1510194853.3646843,9
