timestamp,key marker

1508290496.0255811,7
1508290496.4809246,1
1508290496.7051382,6
1508290497.0524597,3
1508290498.788897,6
1508290499.5314429,4
1508290499.9062667,2
1508290500.189966,3
1508290502.0046544,9
1508290502.7453604,5
1508290503.1276338,6
1508290503.6674602,4
1508290505.4963639,3
1508290505.9852042,7
1508290506.3419552,3
1508290506.9552884,5
1508290508.9707282,6
1508290509.594539,0
1508290510.0274396,8
1508290510.5096233,1
1508290512.2292633,5
1508290512.767254,3
1508290513.277103,6
1508290513.610624,6
1508290514.8175611,2
1508290515.5140603,0
1508290516.3594306,5
1508290517.1034446,9
1508290518.490743,0
1508290519.039139,0
1508290519.7596433,7
1508290520.4366555,1
1508290521.8954515,4
1508290522.4667354,5
1508290523.1093962,6
1508290523.6252613,2
1508290525.7966602,1
1508290526.2024486,9
1508290526.7787194,1
1508290527.541726,3
1508290529.549197,9
1508290529.9428396,6
1508290530.7095168,7
1508290531.3344586,4
1508290533.0353038,0
1508290533.4146087,1
1508290534.2671661,5
1508290535.058142,2
1508290536.5268118,2
1508290537.0506852,8
1508290537.7947202,3
1508290538.3341033,2
1508290540.67623,7
1508290541.209109,2
1508290541.5623603,8
1508290542.199229,1
1508290544.3953848,8
1508290545.1807008,5
1508290545.712083,6
1508290546.8524034,9
1508290548.9319425,8
1508290549.4353755,8
1508290550.01379,8
1508290550.9186137,6
1508290552.0064216,8
1508290552.509061,3
1508290552.9163456,5
1508290553.2450814,8
1508290554.850751,8
1508290556.6588671,7
1508290557.194746,8
1508290558.197685,0
1508290559.690972,4
1508290560.216983,1
1508290561.161386,9
1508290561.6264448,5
1508290562.91056,5
1508290563.3113456,5
1508290563.558021,8
1508290564.1579497,1
1508290565.1490445,1
1508290565.595655,5
1508290566.000442,2
1508290566.7575521,9
1508290567.7108505,2
1508290568.038397,0
1508290568.4823778,0
1508290569.0431623,1
1508290570.2905433,4
1508290571.2024608,7
1508290571.8713171,4
1508290572.2871213,7
1508290573.7363875,3
1508290574.2147,4
1508290574.6685233,3
1508290575.0728128,1
1508290576.759323,6
1508290577.174642,2
1508290577.804063,9
1508290578.4409509,2
1508290580.1322076,9
1508290580.6142979,3
1508290581.0135732,2
1508290581.3348017,6
1508290582.8293817,4
1508290583.2426186,3
1508290583.658223,7
1508290584.0485024,4
1508290585.1278543,0
1508290585.4280665,9
1508290585.7608032,9
1508290586.1425743,9
1508290587.276412,4
1508290587.6041672,4
1508290587.9079385,7
1508290588.2183785,0
1508290589.2736268,0
1508290589.66691,7
1508290590.0903263,0
1508290590.428255,7
